dataset,tissue,marker,manual annotation,manual CLname,manual CLID,manual broadtype,DeepSeek-R1 annotation,DeepSeek-R1 broadtype,DeepSeek-R1 BLEU-1,DeepSeek-R1 BLEU-2,DeepSeek-R1 BLEU-avg,DeepSeek-R1 broadtype BLEU-avg,DeepSeek-R1 BLEU-avg-final,DeepSeek-V3 annotation,DeepSeek-V3 broadtype,DeepSeek-V3 BLEU-1,DeepSeek-V3 BLEU-2,DeepSeek-V3 BLEU-avg,DeepSeek-V3 broadtype BLEU-avg,DeepSeek-V3 BLEU-avg-final,DeepSeek-R1-RAG annotation,DeepSeek-R1-RAG broadtype,DeepSeek-R1-RAG BLEU-1,DeepSeek-R1-RAG BLEU-2,DeepSeek-R1-RAG BLEU-avg,DeepSeek-R1-RAG broadtype BLEU-avg,DeepSeek-R1-RAG BLEU-avg-final,DeepSeek-V3-RAG annotation,DeepSeek-V3-RAG broadtype,DeepSeek-V3-RAG BLEU-1,DeepSeek-V3-RAG BLEU-2,DeepSeek-V3-RAG BLEU-avg,DeepSeek-V3-RAG broadtype BLEU-avg,DeepSeek-V3-RAG BLEU-avg-final,DeepSeek-R1-KG-Graph-RAG annotation,DeepSeek-R1-KG-Graph-RAG broadtype,DeepSeek-R1-KG-Graph-RAG BLEU-1,DeepSeek-R1-KG-Graph-RAG BLEU-2,DeepSeek-R1-KG-Graph-RAG BLEU-avg,DeepSeek-R1-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-R1-KG-Graph-RAG BLEU-avg-final,DeepSeek-V3-KG-Graph-RAG annotation,DeepSeek-V3-KG-Graph-RAG broadtype,DeepSeek-V3-KG-Graph-RAG BLEU-1,DeepSeek-V3-KG-Graph-RAG BLEU-2,DeepSeek-V3-KG-Graph-RAG BLEU-avg,DeepSeek-V3-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-V3-KG-Graph-RAG BLEU-avg-final
Azimuth,Adipose,"IL7R, THEMIS, CAMK4, BCL11B, ITK, ANK3, CD96, TC2N, SKAP1, CD2",T,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"GPAM, ACACB, GHR, PDE3B, FASN, PRKAR2B, MGST1, PLIN1, LINC00598, SLC19A3",Adipocyte,fat cell,CL:0000136,fat cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"LINC00639, ARL15, MECOM, IGFBP3, PCSK5, TM4SF1, EFNB2, DLL4, HEY1, GJA5",Arterial Endothelial,endothelial cell of artery,CL:1000413,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"MYL7, FGF12, MYH6, ANKRD1, RYR2, ERBB4, TTN, CMYA5, NPPA, MYL7",Atrial Cardiomyocyte,regular atrial cardiac myocyte,CL:0002129,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"IGKC, IGHM, IGHA1, AFF3, BANK1, IFNG-AS1, GNG7, MZB1, RALGPS2, MS4A1",B,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"BTNL9, FABP5, IFI27, RGCC, F8, MGLL, CA4, ADGRF5, ABLIM3, FLT1",Capillary Endothelial,,,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"PCDH15, EGFL7, NRG3, LEPR, NRG1, POSTN, PCDH7, TMEM132C, CDH11, TMEM108",Endocardial,endocardial cell,CL:0002350,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"MYRIP, POSTN, NRG3, LDB2, SLCO2A1, ANO2, VWF, FAM155A, IL1R1, KCNIP4",Endothelial,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"DCN, APOD, ACSM3, CFD, ABCA9, NEGR1, LAMA2, ABCA6, ABCA8, KAZN",Fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"KIT, IL18R1, RD3, CPA3, SLC38A11, SLC8A3, TPSAB1, HDC, MS4A2, OR8A1",ILC,innate lymphoid cell,CL:0001065,innate lymphoid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"CCL21, MMRN1, RELN, PKHD1L1, SEMA3A, PPFIBP1, TFPI, SNTG2, EFNA5, PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"F13A1, RBPJ, MRC1, CD163, COLEC12, RBM47, FMN1, MS4A6A, STAB1, FRMD4B",Macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"SLC24A3, IL18R1, CPA3, NTM, KIT, SLC8A3, SLC38A11, CDK15, HPGDS, RAB27B",Mast,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"ITLN1, PDZRN4, SLC39A8, PRG4, GFPT2, C3, KCNT2, WWC1, HAS1, RBFOX1",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"S100A8, S100A9, CD163, MSR1, SLC11A1, FMN1, RBM47, ITGAX, ADAM28, FLT3, CD74",Monocyte/cDC,"monocyte,conventional dendritic cell","CL:0000576,CL:0000990","macrophage/monocyte,dendritic cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"NRXN1, NRXN3, CADM2, XKR4, CDH19, ADGRB3, CHL1, NCAM2, KIRREL3, SORCS1",Neuronal,neuron,CL:0000540,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"GNLY, NKG7, CD247, TXK, KLRD1, CCL4, CCL5, AOAH, PRF1, PARP8",NK,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"RGS5, ABCC9, GUCY1A2, EGFLAM, DLC1, FRMD3, PDGFRB, AGT, PLA2G5, EPS8",Pericyte,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"MYH11, ITGA8, ACTA2, CARMN, KCNAB1, TAGLN, ZFHX3, PRKG1, NTRK3, RCAN2",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"IL7R, THEMIS, ITK, PARP8, CAMK4, SKAP1, TC2N, BCL11B, PTPRC, PRKCQ",T,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"TPO, ACKR1, TSHZ2, RAMP3, FAM155A, ABCB1, CALCRL, CYYR1, IGFBP5, EPHB4, NPP2",Venous Endothelial,vein endothelial cell,CL:0002543,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Heart,"FHL2, RYR2, MLIP, TTN, CTNNA3, RBM20, FGF12, SLC8A1, MYOM1, MYH7, MYL2",Ventricular Cardiomyocyte,ventricular cardiac muscle cell,CL:2000046,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"MS4A1, CD79A, CD37, CD79B, LTB, CD52, TCL1A, BANK1, VPREB3, POU2F2",B,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"IL7R, KLRB1, LTB, CD69, CD3D, CD2, CD3E, IL32, SPOCK2, GZMK",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"CCL5, CD8A, GZMK, CD3D, CD8B, CD3E, CD2, DUSP2, CD69, CST7",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"ANXA4, KRT7, DEFB1, FXYD2, TM4SF4, KRT19, KRT8, TACSTD2, EGRI1, SPP1",Cholangiocyte,cholangiocyte,CL:1000488,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"HLA-DPB1, LGALS2, HLA-DQB1, HLA-DQA1, CLEC9A, CPVL, SNX3, TACSTD2, CST3, CD74",DC1,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"HLA-DPB1, HLA-DPA1, HLA-DRA, HLA-DQB1, HLA-DQA1, CLEC10A, FCER1A, LYZ, CD1C, LST1",DC2,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"HBB, HBA1, HBA2, HBD, AHSP, ALAS2, CA1, HBM, SLC25A37, SNCA",Erythrocyte,erythrocyte,CL:0000232,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"FABP1, CYP2E1, HP, ORM1, APOA2, ADH4, TTR, APOA1, APOC1, APOC3",Hepatocyte,hepatocyte,CL:0000182,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"IGFBP3, DCN, CXCL14, COLEC11, BGN, CXCL12, ANGPTL6, TMEM56, ECM1, COL3A1",HSC,hematopoietic stem cell,CL:0000037,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"C1QC, C1QB, C1QA, GPNMB, FABP5, LIPA, CD68, FTL, HLA-DRA, CD9",Inflammatory Macrophage,inflammatory macrophage,CL:0000863,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"TPSAB1, TPSB2, MALAT1, HPGDS, CTSG, CPA3, VIM, AREG, CD69, CMA1",Mast,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"S100A8, S100A9, FCN1, LYZ, VCAN, S100A12, LST1, S100A4, MNDA, CSTA",Monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"ADIRF, NDUFA4L2, CALD1, C11orf96, NOTCH3, FRZB, MYH11, ACTA2, TPM1, GPX3",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"GNLY, NKG7, KLRD1, CMC1, CD7, PRF1, KLRF1, FGFBP2, GZMB, SPON2",NK,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"CCL4, CCL3, CD160, KLRB1, NKG7, MALAT1, CMC1, XCL1, CD7, TYROBP",NK_CD56bright,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938 ,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"MARCO, CD5L, C1QB, C1QA, C1QC, MS4A7, CD163, FTL, CETP, VCAM1",Noninflammatory Macrophage,,,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"GZMB, IRF7, GPR183, LILRA4, PLD4, IRF8, BCL11A, ITM2C, PLAC8, UGCG",pDC,plasmacytoid dendritic cell,CL:0000784,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"IGLL5, MZB1, DERL3, SSR4, FKBP11, XBP1, SEC11C, ITM2C, HERPUD1, CD27",Plasma,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"THY1, CCL2, PTGDS, ELN, MFAP4, IGFBP7, FBLN1, COL1A2, ACTA2, IGFBP5",Portal Fibroblast,hepatic portal fibroblast,CL:0009100,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"HIST1H4C, HMGB2, STMN1, MKI67, TUBB, TOP2A, H2AFZ, UBE2C, RRM2, PCNA",Proliferating T/NK,,,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"FCN3, LYVE1, STAB2, FCGR2B, CLEC4G, CRHBP, FLT4, FCN2, CLEC1B, DNASE1L3",Sinusoidal Endothelial,endothelial cell of sinusoid,CL:0002262,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"PRSS23, SELE, RSPO3, LXH6, RAMP3, LIFR, LYPD2, NTS, IFI27, DNASE1L3",Vascual Central Venous Endothelial,,,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Liver,"CLEC14A, TM4SF1, ID1, PECAM1, DLL4, MGP, SPARCL1, SLC9A3R2, RAMP2, VWF",Vascual Portal Endothelial,,,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"BEX3, STMN1, HNRNPA1, SOX4, LDHB, SKP1, SNRPE, HMGB1, RPL10A, ID3",Fetal epithelial progenitor,,,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"CTSB, FTL, C1QB, LAPTM5, TYROBP, PSAP, C1QA, HLA-DRA, CTSD, NPC2",Macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"JCHAIN, IGHA1, SSR4, MZB1, IGKC, IGHA2, HERPUD1, DERL3, SEC11C, FKBP11",B cell (Plasmocyte),plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"C1S, TIMP2, COL6A3, SEMA3C, MMP2, GSN, IGFBP6, MFAP4, COL6A1, PLAC9",Fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"PEBP1, MRPL33, STAR, RARRES2, CLU, CYP21A2, CYP17A1, AKR1B1, NOV, TPD52L1",Fasciculata cell,type II cell of adrenal cortex,CL:0002136,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"TRAC, CD3D, TRBC1, LTB, CD52, TRBC2, PABPC1, RP11-543P15.1, CALM1, IL2RG",T cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"MDK, LGALS1, STMN1, DCN, COL1A2, BEX3, COL1A1, COL3A1, NREP, TUBB",Fetal mesenchymal progenitor,mesenchymal cell,CL:0008019,mesenchymal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"IFI27, TM4SF1, HLA-B, HLA-E, A2M, SOCS3, IGFBP7, SPARCL1, IFITM2, IFITM3",Endothelial cell (APC),endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"LGALS4, PIGR, FXYD3, PHGR1, C15orf48, KRT19, TSPAN8, KRT8, EPCAM, LGALS3",Enterocyte progenitor,,,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"COL5A1, MEST, DLK1, OGN, LUM, POSTN, COL5A2, FSTL1, ISLR, GPC3",Fetal stromal cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"MLLT11, GPM6A, TMSB15A, UCHL1, NREP, TUBB2B, POU3F3, HN1, NNAT, FABP7",Fetal neuron,neuron,CL:0000540,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"RPS23, RPS3, RPS27A, RPS6, RPS3A, UROD, AHSP, BLVRB, RPS14, RPS17",Erythroid progenitor cell (RP high),erythroid progenitor cell,CL:0000038,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"FCER1G, AIF1, FCN1, CTSS, LST1, TYROBP, LYZ, CD52, LAPTM5, OAZ1",Monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"AGR2, MT1G, TSPAN8, MT1H, MT1E, FABP1, AGR3, LGALS2, GSTA1, SPINK1",Fetal enterocyte,enterocyte,CL:0000584,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"RBP2, TTR, APOA1, GSTA1, FABP1, FABP2, SERPINA1, FTL, SMIM24, APOC3",Hepatocyte/Endodermal cell,"hepatocyte,endodermal cell","CL:0000182,CL:0000223","epithelial cell,embryonic cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"FOS, RPL34, RPL31, RPS18, RPS14, RPL7, TMSB10, RPS27A, RPS3A, RPL35A",Fetal fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"TMSB4X, A2M, GNG11, TMSB10, B2M, IFITM3, RAMP2, COL4A1, PRCP, TM4SF1",Endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"HLA-DRA, CD74, HLA-DPA1, HLA-DPB1, HLA-DRB1, CST3, HLA-DQA1, HLA-DQB1, TMSB4X, TMSB10",Dendritic cell,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"HNRNPA1, EEF1B2, LRRC75A-AS1, RPSA, LDHB, RPS7, NPM1, RPL29, AIF1, BTF3",CB CD34+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"DEFB1, CD24, WFDC2, SPP1, CYSTM1, IGFBP7, CLDN4, LDHB, GDF15, ATP1A1",Loop of Henle,kidney loop of Henle epithelial cell,CL:1000909,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"AHSP, HBG2, HBM, HBA1, HBA2, GYPA, ALAS2, HBG1, GYPB, PRDX2",Erythroid cell,erythroid lineage cell,CL:0000764,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"DCN, LUM, MGP, C1S, SERPING1, CFD, GPX3, ADH1B, C1R, EFEMP1",Stromal cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"PLP1, TUBB4A, ERMN, QKI, CLDN11, CNP, MAG, EDIL3, PTGDS, TF",Oligodendrocyte,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"SFTPB, SFTPC, SLC34A2, SFTPA2, SFTPA1, NPC2, NAPSA, MUC1, CTSH, SFTPD",AT2 cell,type II pneumocyte,CL:0002063,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"TG, TFF3, PCP4, GPX3, CRYAB, CD24, CTSB, TPO, CLU, IYD",Thyroid follicular cell,thyroid follicular cell,CL:0002258,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"MT2A, CRYAB, GEM, SOD2, EEF1A1, EIF1, MAT2A, CXCL8, EMP1, RPS27",Smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"CD74, HLA-DRA, HLA-DRB1, CD52, MS4A1, HLA-DPB1, CD79A, HLA-DPA1, CXCR4, HLA-DQB1",B cell,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"PLA2G2A, ADIRF, TM4SF1, HP, TMSB4X, TIMP1, SERPING1, EEF1A1, EFEMP1, S100A10",Epithelial cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"PHGR1, ANPEP, FABP1, ALDOB, FABP2, ADIRF, RBP2, SI, EPCAM, PCK1",Enterocyte,enterocyte,CL:0000584,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"RPS14, RPS29, RPS18, RPS6, RPS27, RPLP1, RPL31, RPL34, RPS19, RPL27A",Neutrophil (RPS high),neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"RPS27, RPS29, CSTA, RPL21, RPL30, RPL34, LST1, CTSS, TYROBP, RPL31",Antigen presenting cell (RPS high),professional antigen presenting cell,CL:0000145,antigen presenting cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"MATN1, MIA, C2orf82, EPYC, HAPLN1, LECT1, S100B, COL2A1, SEC61G, MATN3",Fetal chondrocyte,chondrocyte,CL:0000138,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"CPA2, CELA3A, SPINK1, SERPINA3, PRSS2, PRSS1, REG3G, PLA2G1B, REG1A, REG1B",Pancreas exocrine cell,pancreas exocrine glandular cell,CL:1001599,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"SRGN, AZU1, MPO, MS4A3, RNASE2, ELANE, DEFA4, CTSG, PRTN3, ARHGDIB",Neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"FTL, CD74, HLA-DRA, CTSD, C1QB, FTH1, C1QA, GRN, HLA-DPA1, APOC1",M2 Macrophage,alternatively activated macrophage,CL:0000890,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"PGC, PGA5, LIPF, PGA3, CYSTM1, MT1G, CXCL17, MT1E, MUC1, AZGP1",Gastric chief cell,peptic cell,CL:0000155,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"CD1B, RP11-144L1.4, CD1E, KIAA0101, NDUFB3, TRDC, GMFG, RP11-620J15.3, FABP5, CBX3",Proliferating T cell,,,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"AGR2, CYSTM1, LYZ, MUC1, TFF2, TPT1, PSCA, ANXA10, CLDN18, MUC6",Goblet cell,goblet cell,CL:0000160,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"ATP6V1G3, TMEM213, RTN4, ATP6AP2, ATP6V0D2, CA12, NDUFA4, CYSTM1, FXYD2, LITAF",Intercalated cell,renal intercalated cell,CL:0005010,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"WFDC2, PIGR, SLPI, AZGP1, TACSTD2, CXCL17, KRT7, CLDN4, KRT19, CD24",Stratified epithelial cell,stratified epithelial cell,CL:0000079,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"S100P, S100A6, RPS27, S100A11, RPL31, RPL34, SPINK1, RPS6, B2M, ADIRF",Epithelial cell (intermediated),epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"FCN3, CCL5, HLA-B, MYL12A, CRHBP, IFITM2, IFITM3, MS4A6A, S100A4, HLA-C",Sinusoidal endothelial cell,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"RPS6, RPS19, RPS18, RPS4X, RPS3A, RPS14, RPS23, RPL11, RPS16, RPS3",Primordial germ cell,primordial germ cell,CL:0000670,germ cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"RPS9, RPL36A, GAS5, BTF3, NPM1, SNHG5, ZFAS1, STMN1, SLC25A6, RPS3A",Fetal skeletal muscle cell,cell of skeletal muscle,CL:0000188,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"EPAS1, LUM, FN1, DCN, HLA-B, SPARCL1, HLA-E, SPARC, CAV1, IFITM3",Endothelial cell (endothelial to mesenchymal transition),valve endothelial cell,CL:4030033,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"S100A2, KRT5, SFN, KRT17, AQP3, SERPINB5, KRT15, KRT6A, KRT14, FGFBP1",Basal cell,basal cell,CL:0000646,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"GPM6A, MT3, C1orf61, SLC1A3, CLU, CKB, ATP1A2, SPARCL1, ALDOC, SCD5",Astrocyte,astrocyte,CL:0000127,astrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"SPINK1, DLK1, RBPJ, MEG3, CPA2, RBP1, HNRNPA1, XIST, CD24, SERPINA1",Fetal acinar cell,acinar cell,CL:0000622,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"MYL7, ACTC1, TNNT2, MYL2, MYL3, TPM1, TNNC1, PLN, CSRP3, TNNI3",Ventricle cardiomyocyte,ventricular cardiac muscle cell,CL:2000046,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCL,,"ITLN1, SLPI, HP, PRG4, ADIRF, TPT1, CPB1, TIMP1, C3, MT1E",Mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
